index,product,category,sub_category,brand,sale_price,market_price,type,rating_clean,description,sale_price_original,sale_price_capped,discount_pct
1712,Hommade - Rajasthan Ki Garlic Chutney,Snacks & Branded Foods,Pickles & Chutney,Dabur,55.25,65.0,Chutney Powder,3.7,"Dabur Hommade Rajasthan Ki Spicy Garlic Chutney is crafted with the right touch of spices and multiple choicest ingredients to complement your regular meals or snacks with tangy, zingy and spicy flavour notes. It is the perfect accompaniment to your Dosas, Momos, Idlis, Rolls and many more snack items. So, enjoy the finger lickin, delicious range of Dabur Hommade Chutneys, made just for you.",55.25,55.25,15.0
1713,Oats - Homestyle Masala,Snacks & Branded Foods,Breakfast Cereals,Quaker,145.0,145.0,Oats & Porridge,4.6,"Quaker brings to you Quaker Homestyle Masala Oats, which is the perfect blend of taste and nutrition. Relish the goodness of oats, great taste of real vegetables with a twist of little masala for that perfect and healthy breakfast.Quaker Homestyle Masala Oats is made with 100 % wholegrain oats, which is a natural source of protein, dietary fibre and gives you the energy to keep going.Preparation- Add 1 glass of water, add 4 tablespoons (40g) of Quaker Homestyle Masala and cook for 2 to 3 minutes on stove/microwave. Youll have a wholesome bowl of oats in just 3 minutes.Nutritional information (per 100g)- Energy - 394 Kcal, Protein - 11.2 g, Total Fat -7.6 g, Total Carbohydrate - 70.3 g, of which Sugars -6.8 g Dietary Fibre - 8.5 g, Ingredients - Oats (75%), Spices & Condiments (Onion flakes and powder, Coriander Leaf and seed powder, Turmeric powder, Garlic powder, Black pepper powder, Chilli powder, Fenugreek seed powder, Clove Powder, Cinnamon Powder, Spices Extract), Salt, Sugar, Dried carrot flakes (2.8%), Tomato powder (0.7%), Mushroom Powder, Fat powder, Lemon Juice Powder, Edible starch, Citric acid. About the brand - For over 135 years, Quaker has unlocked the power of oats to help people get the perfect start to each day.",145.0,145.0,0.0
1715,Masala Noodles - Special,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",MAGGI ,84.66,90.0,Instant Noodles,4.2,"To take your favourite Masala taste experience to the next level, Maggi introduces the New Maggi Special Masala Noodles, a recipe of 20 Spices and Herbs. Made with a blend of finely ground and whole spices, and herbs, the all-new Maggi Instant Noodles have a special and flavourful tastemaker sachet inside. These spices have been roasted to perfection, providing a distinct aroma and colour to your Maggi noodles.",84.66,84.66,5.933333333333337
1719,Samosa Chutney,Snacks & Branded Foods,Pickles & Chutney,Mother's Recipe,49.0,55.0,Chutney Powder,4.4,"Enjoy hot samosas in the comfort of your home with our tangy samosa chutney. Crush few Samosas in a bowl, add chopped Onions, Corriander, Mother€™s Recipe Samosa Chutney & beaten curd. Garnish & serve with Chaat Masala and Sev. You can also use our Samosa Chutney as a dip with Pakodas, Cutlets or French Fries.",49.0,49.0,10.909090909090908
1723,Snack Mix - Dhokla,Snacks & Branded Foods,Ready To Cook & Eat,MTR,65.0,65.0,Breakfast & Snack Mixes,4.1,"MTR Dhokla is extremely special in Gujarat. It is a smooth delicious steam-baked item. Dhoklas are an evening favourite, eaten with the red chilli chutney in oil. With time on your side, you can delight friends & family at tea-time with amazing dhoklas!",65.0,65.0,0.0
1748,Granola - Mixed Fruit,Snacks & Branded Foods,Breakfast Cereals,Fit & Flex,245.0,265.0,Granola & Cereal Bars,4.0,"Fit & Flex granola is not just crunchy and tasty, it is also incredibly great for you. It is the perfect start to your every morning and packs quite a nutritious punch. Easy to chew, amazingly high on flavour and delightfully caramelised just right, is how we describe Fit & Flex granola.",245.0,245.0,7.547169811320755
1754,Organic - Quinoa,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,375.0,375.0,Granola & Cereal Bars,3.5,"A powerhouse of high- protein and total dietary -fibre, Quinoa (pronounced ""Keen-Wah"") a healthy South American whole grain, is now in India from the house of Bagrry's. The organic quinoa acts as a nourishing element in your daily rice meals. Try your regular rice recipes with Quinoa. This versatile grain is healthy, hearty, flavourful and wholesome with added health benefits. Interestingly, quinoa can also be substituted for most rice dishes and is 100% gluten-free. The product is suitable for all age-groups and for vegetarians as well.",375.0,375.0,0.0
1768,Ready Mix - Dhoka,Snacks & Branded Foods,Ready To Cook & Eat,Gits,59.0,65.0,Breakfast & Snack Mixes,4.4,Gits present their exotic range of sweet dishes and desserts which are ready to make and are ideal for those kitty parties and get togethers that require you to rake up quick snacks and recipes. Experience the rich and smooth flavours encompass your mouth and tastebuds in every bite and it is sure to become a favourite among your family and friends.,59.0,59.0,9.230769230769232
1795,Ready to Eat - Jodhpuri Moong Dal Halwa,Snacks & Branded Foods,Ready To Cook & Eat,Kitchens Of India,160.0,160.0,Heat & Eat Ready Meals,4.4,Kitchens of India Ready To Eat - Jodhpuri Moong Dal Halwa 250 g,160.0,160.0,0.0
1806,"Granola - Choco, Almond & Cookies",Snacks & Branded Foods,Breakfast Cereals,Fit & Flex,385.0,425.0,Granola & Cereal Bars,4.2,"Granola often considered as a breakfast food or a snack is a mixture consisting of rolled oats, nuts, seeds, honey or other sweeteners. Highly nutritious, this snack food can boost up your energy in a small serving as it is power-packed with the recommended daily requirement of nutrients and vitamins. Fit & Flex Granola is baked with multigrain crispies that consists of Wheat, Oats, Rice, Maize flour. It is loaded with Chocolaty Cookies along with traces of Almond Flakes. Our granola is perfectly baked from all side until it attains a crispy, toasted and golden-brown coloured desired texture to give you that feeling of a crunchy snack.",385.0,385.0,9.411764705882353
1811,Hakka Noodles - Veg,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Chings,170.88,214.0,Hakka Noodles,4.1,"Ching's Secret Hakka Noodles are unflavored and come in both Egg and Vegetable versions. Ching's Secret Hakka Veg Noodles, which is processed from premium durum wheat flour and ready to the perfection by us.",170.88,170.88,20.149532710280376
1820,Fruit N Fibre Muesli - Strawberry,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,320.0,320.0,Muesli,4.2,"A muesli especially made to give your day a berrylicious start. We have carefully blended in the finest strawberry crush with British oats, wholesome wheat flakes, Californian almonds and the choicest of raisins to give you a delicious yet healthy cereal.",320.0,320.0,0.0
1852,Aamrus - Kesar Mango Pulp,Snacks & Branded Foods,Frozen Veggies & Snacks,Jain Farm Fresh,200.0,200.0,Frozen Vegetables,3.8,"Jain FarmFresh Aamrus is 100% Natural frozen Mango pulp available in two varieties Alphonso and Kesar. Made from handpicked mangoes, Jain FarmFresh Aamrus contains No preservatives, No added colour or No added flavour. The best of mango varieties are now available 365 days a year and can be consumed directly from the bucket or mixed with other ingredients to make delectable ice-creams, milkshakes, lassi, mousse, pies and other recipes",200.0,200.0,0.0
1877,Salami - Chicken Chilli,Snacks & Branded Foods,Frozen Veggies & Snacks,Yummiez,140.0,150.0,Frozen Non-Veg Snacks,4.2,"Chef's Tip: Roll hot sausages in chapati bread with veg. Salad (Sheredded cabbage, Carrots, and onion), cheese slice & Salad dressing (mayonnaise/cheese pepper.",140.0,140.0,6.666666666666667
1885,Papad - Pani Puri,Snacks & Branded Foods,Ready To Cook & Eat,Atish ,50.0,50.0,"Papads, Ready To Fry",4.0,Atish Papad - Pani Puri 200 g,50.0,50.0,0.0
1892,Dharwad Peda,Snacks & Branded Foods,Indian Mithai,Sangam Sweets,320.0,320.0,Fresh Sweets,5.0,"Dharwad Peda is an authentic south Indian sweet. Origin from Uttar Pradesh & native of karnataka, it is sure to give your sweet cravings the most pleasing effect. This mouthwatering peda is garnished with sugar giving its traditional appeal.",320.0,320.0,0.0
1917,Hot Wings Sauce,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Bechef,160.0,200.0,Tomato Ketchup & Sauces,4.3,Bechef Hot wings sauce is a our take on New York Style Buffalo Hot Wings. Our Bechef Hot wings Sauce is Buttery Peppery Spicy Sauce with Cheesy smooth finish.,160.0,160.0,20.0
1931,Achar - Sweet & Sour Berry,Snacks & Branded Foods,Pickles & Chutney,Max Health ,130.0,130.0,Other Veg Pickle,4.1,"Sweet & Sour Berry Pickle is a favourite Bengali item, which finds the home in the dining tables of a Bengali household. This kind of berry comes during the season of spring, mostly eaten raw, but the ripe ones get sun-dried first and thereafter turned into pickles. Again, it is exposed to the sun for purification. Teenagers love to enjoy this delicious pickle on rainy days but, this one is an all-time favourite in the house.",130.0,130.0,0.0
1933,Ultimate Choco Almond Bar,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,170.0,170.0,Granola & Cereal Bars,4.3,"Protein Blend, Fiber, Vitamins & Minerals, No Preservatives, 100% Veg, No Added Sugar, For Energy, Fitness & Immunity. A BAR FOR EVERYONE: With 30gms of protein in each bar and 10gms of fibre, 5.5g BCAA and goodness of almond in every bite. Max Protein Choco Almond Bar is the perfect bar for your daily lifestyle with no preservatives and no artificial sweeteners with a balance of taste and health and 100% vegetarian SUSTAINED ENERGY: Max Protein Choco Almond Bar is yours go to performance nutrition bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein and a crunchy flavour with the goodness of almonds in every bite to sustain 5hrs of energy for your ultimate lifestyle. WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and keeps you going with 5hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavour of almonds, dark chocolate and no added sugar. DELICIOUS NUTRITION: Satisfy your cravings with a perfect blend of delectable chocolate and sumptuous berries and no preservatives YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you. MADE IN INDIA: Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market.",170.0,170.0,0.0
1941,Burger Party,Snacks & Branded Foods,Frozen Veggies & Snacks,ITC Master Chef,311.37,345.0,Frozen Non-Veg Snacks,3.9,"Classic Aloo Tikki: Delhi’s favourite street food - mazedaar with a crispy bite! Create variety every day by making into a burger, wrap, sandwich or chaat. Aloo Tikki is a popular snack across India made using mashed potatoes. This is the original and classic variant of the aloo Tikki. ITC Master Chef is a high-quality brand and its quality is of a gold standard. It adheres to absolute benchmark and its products are of the highest standards in taste and quality.
Chicken Patty: Your favourite burger patty with an Indian twist. Chicken keema mixed with spices to give it a unique taste that sets it apart. ITC Master Chef is a high-quality brand its quality is the gold standard. It adheres to absolute benchmark and its products are of the highest standards in taste and quality.
Crispy French Fries: Crispy golden fries made from a special variety of potatoes. Sprinkle salt or your favourite masala and enjoy. French fries are loved by kids and adults alike. French fries make snacking look good. ITC Master Chef is a high-quality brand and its quality is of a gold standard. It adheres to absolute benchmark and its products are of the highest standards in taste and quality.",311.37,311.37,9.74782608695652
1954,Ready To Eat - Bisibele Bhath,Snacks & Branded Foods,Ready To Cook & Eat,MTR,89.0,99.0,Heat & Eat Ready Meals,3.8,"Bisibele Bhath is the most preferred rice recipe for south Indians. It is an unusual mix of spices, lentils, vegetables and rice. This ready to eat MTR Bisibele bhath is finished with all natural ingredients.",89.0,89.0,10.1010101010101
1956,Noodles Magic Masala,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast YiPPee!,129.6,144.0,Instant Noodles,4.4,"Looking for a mouth-watering, slurpy bowl of noodles? Sunfeast YiPPee! Magic Masala Noodles are sure to make for a quick, tasty and wholesome meal for your kids. The noodle blocks are packaged in a circular shape which allows them to be cooked without breaking. This way you can enjoy long, non-sticky noodles by slurping them straight out of the bowl which is the best way to eat instant noodles. The amazing blend of spices and smooth noodles allows you to take full advantage of Sunfeast YiPPee! Magic Masala Noodles.
A delectable blend of Indian spices for a magical masala taste with the goodness of real vegetables. A source of 5 essential nutrients – Calcium, Iron, Vit C, Folic Acid, Protein. It's perfect for a quick meal or an evening snack. It contains no artificial flavours and colours,",129.6,129.6,10.000000000000004
1970,3 Layer Gum - Sugarfreee Strawberry Flavour,Snacks & Branded Foods,Chocolates & Candies,Center Fresh,21.25,25.0,"Toffee, Candy & Lollypop",4.5,"All new Center Fresh Mints - Taazi Saans, Humesha Rakho Paas !! Sugar-free 3 layered mints in refreshing peppermint flavour. Life is full of changes that can provide big opportunity when your big moment arrives. Good thing is, with all-new Center Fresh Mints, you are prepared for a fresh beginning, anytime, anywhere. Pop one of these refreshing mints, for getting a fresh breath.",21.25,21.25,15.0
1973,Bhakhri Baked Mathri - Jeera,Snacks & Branded Foods,Snacks & Namkeen,Tasties,110.0,110.0,Namkeen & Savoury Snacks,3.9,Tasties Bhakhri are made from 100% natural ingredients that can be used as a snack or your daily breakfast. These delicious and yummy bhakhri are made up of whole wheat flour and contains no preservatives. The bhakhri are baked and not fried to ensure no cholesterol present. These healthy and mouthwatering bhakhri make your snack time happier.,110.0,110.0,0.0
