index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
2183,"Baby Premium Feeding Bottle - Glass, Green MM-GP 8A",Baby Care,Feeding & Nursing,Mee Mee,329.0,329.0,Sippers & Bottles,4.4,"Made from non-toxic international quality glass for safety and durability. Conforms to international laws of safety and is certified by the IMAPH (Indian Mediacal Academy For Preventive Health)100% soft, BPA free silicone teat, which is odourless and tasteless so that your baby tastes nothing but the feed. Multi- functional design for ease of use the bottle can be filled with any nutritious liquid like milke, water, formula or juice. Travel friendly- no leakage even when the bottle is tilted or being carried, Easy to clean and store.",4.4
2198,Quick Electric Sterilizer - 6 Bottles,Baby Care,Baby Accessories,Morison Baby Dreams,2700.0,2700.0,Other Baby Accessories,,Morisons Baby Dreams Quick Electric Sterilizer is carefully designed for ease and use and effective sterilization of baby feeding bottle & accessories. It can hold upto 6 standard bottles or wide neck bottles. Fast sterilization is just 8 minutes. The steam sterilization effectively kills the germs and bacteria with the natural steam and no chemicals. It is the safest and easiest way to sterilize the feeding bottle and accessories. For fast & effective sterilization,
2291,Fresh Organic Amla Powder - For Kids,Baby Care,Baby Food & Formula,Early Foods,250.0,250.0,Organic Baby Food,3.0,"This Amla Powder, with the goodness of Indian Medicinal spices like Ajwain, Cinnamon, Clove, Nutmeg, Dried Ginger, helps to build immunity naturally for your little ones and fights against common cold & cough infection. It is rich in vitamin C, which is a key nutrient known to build immunity in children. It is a junk free food which can also be used as a natural replacement for salt in porridge's, curd, salad. This alma powder is free of salt, sugar, preservatives or artificial flavours.Early Foods is a mom-founded premium organic children's food company that envisions to feed natural, super fresh & junk free food to little children. Our products are inspired by traditional Indian recipes, our ways of cooking and consuming food. So our whole range of organic meals and snacks are crafted to be natural, fresh and completely free from any artificial flavours, colours, supplements, preservatives and any sort of chemicals. We maintain freshness by making really small batches of food each day as per the daily order volume and don't entertain stocking for months.",3.0
2346,Plant Based Laundry Detergent 1 L + Plant Based Laundry Detergent 200 ml,Baby Care,Baby Bath & Hygiene,Mamaearth,798.0,798.0,Baby Laundry,,"Plant Based Laundry Detergent For BabiesHi! I am bio-enzyme rich Mamaearth's gentle laundry detergent for babies. I am perfect for cleaning all your newborn's delicate clothes leaving behind a delicate fragrance. I am biodegradable. The plant-based cleansers and enzymes present in me effectively clean stubborn stains of milk, food, dirt etc. I kill bad odor without leaving behind any residue that may irritate the sensitive skin of babies. Dermatologically tested, I contain no harsh chemicals like sulfates, paraben, phosphates, bleach, optical brighteners and dyes is fabric safe.Plant Based Laundry Detergent For BabiesHi! I am bio-enzyme rich Mamaearth's gentle laundry detergent for babies. I am perfect for cleaning all your newborn's delicate clothes leaving behind a delicate fragrance. I am biodegradable. The plant-based cleansers and enzymes present in me effectively clean stubborn stains of milk, food, dirt etc. I kill bad odour without leaving behind any residue that may irritate the sensitive skin of babies. Dermatologically tested, I contain no harsh chemicals like sulfates, paraben, phosphates, bleach, optical brighteners and dyes is fabric safe.",
2376,"Nature Care Diaper Pants - Large, Monthly Pack",Baby Care,Diapers & Wipes,Huggies,2183.09,2399.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator.",
2396,"Massage Oil - Gentle Baby Oil For Face & Body, 2 Years & Above",Baby Care,Baby Bath & Hygiene,Vilvaa,200.0,200.0,Baby Oil & Shampoo,,"Vilvaa Gentle Baby Massage Oil is the ultimate care for your baby which is free from mineral oils and petrochemicals. It is 100 % natural and is recommended for babies, kids and adults with sensitive Skin. It softens, hydrates and nourishes the skin.",
2476,"Total Care Baby Pants - Small, 9S",Baby Care,Diapers & Wipes,Himalaya,125.0,125.0,Diapers,3.7,"Powered by a natural anti-rash shield, Indian Aloe and Yashad Bhasma (Zinc Oxide, that prevents the risk of diaper rash), it is soft and has an easy-to-fit design. It offers care and comfort to your baby; silky soft inner layer for soft & sensitive skin.Breathable fabric ensures proper air circulation and leakproof soft elastic edges prevent leakage. Super Absorbent Polymer (SAP) layer rapidly absorbs multiple wettings and provides maximum protection from dampness. Wetness indicator turns green to show when baby wets the diaper keeps skin dry so that baby gets an undisturbed and restful sleep.",3.7
2522,"Cerelac Baby Cereal with Milk - Wheat Apple Cherry, From 8-12 Months, Rich in Iron",Baby Care,Baby Food & Formula,Nestle ,229.0,229.0,Baby Food,4.3,"Nestle Cerelac Baby Cereal with Milk, Wheat Apple Cherry is a complementary food for babies from 8 to 12 months. While infants and children have higher requirements of nutrients than adults, 2 serves of Cerelac Wheat Apple Cherry Cereal provides 75% of a baby’s daily need of iron. It is also, a source of 18 important nutrients including vitamins and minerals. Nestle develops infant nutrition products backed by evolving science and research. Innovation has been at the heart of Nestle since its beginning.
Important Notice: Mother’s milk is best for your baby.
Safety Warnings: Infant food should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Infant food is not the sole source of nourishment for an infant. Use prepared feed within half an hour otherwise microbial deterioration may set in. Discard unused feed.",4.3
2535,Natural Baby Soothing Relief Body Wash,Baby Care,Baby Bath & Hygiene,The Moms Co,599.0,599.0,Baby Bath,,"Our Natural Soothing Relief wash is a creamy coconut-based cleanser that gently cleans without irritating skin. Clinically tested to soothe sensitive skin with 1% Colloidal Oatmeal, Organic Aloe Vera & Calendula Oil.",
2580,New Dry Diapers - Small Size,Baby Care,Diapers & Wipes,Huggies,705.0,940.0,Diapers,2.5,One of the most important baby care products that you buy for your baby is diapers. A good quality diaper can help keep your baby comfortable during play as well as sleep time. Choose Huggies New Dry Diapers – these diapers are highly absorbent and help in keeping your baby’s skin dry & fresh. These diapers are suitable for your baby’s skin to ensure uninterrupted play and nap time. Huggies New Dry is available in different sizes from Small to Large to suit your baby.,2.5
2632,Pampers Pants Diapers - Medium Size 80pcs + Sebamed Baby Wash - Extra Soft 400ml,Baby Care,Baby Bath & Hygiene,bb Combo,1778.0,1778.0,Diapers,,"Indias Driest Pants- Let your babys skin be dry and breathe easy with the airy, soft comfort offered by the Pampers Pants. While other ordinary pants seem dry from outside, Pampers Pants with Magic gel and larger absorbency zone keeps your baby dry from the inside for up to 12 hours. This diaper is infused with baby lotion, which moisturizes and nourishes your babys skin and protects it from diaper rash, roughness and irritation. With an outer layer of cotton-like softness, this baby diaper provides intense care to your babys sensitive skin and protects it effectively from friction rash and redness. Featuring pant style design, these Pamper diapers are easy to put on your baby and change, which comes as a great help to mothers. Offering complete care and protection, these baby pants will help keep your baby smiling and comfortable at all times. Your baby will laugh and play in comfort of wearing Pampers pants.   Sebamed baby wash extra soft has pH of 5. 5 and has sugar based mild cleanser. Other cleansers for baby have pH>7 which leads to barrier damage. When baby is born, skin pH is 7. The acid mantle which protects the babys delicate skin takes a few weeks to 3 months to develop, the pH of skin then becomes 5. 5. At pH 5. 5 alone the skins protective barrier remains intact. It has been clinically proven that only at pH 5. 5, the lipid and moisture loss is minimum and the growth of pathogenic bacteria is restricted. Sebamed baby wash extra soft is fortified with lipids similar to vernix (same as in mothers womb) to protect and hydrate the babys skin. Sebamed baby wash extra soft is free from irritants and hence has 0% incidences of irritant reactions. Sebamed baby wash extra soft contains botanical ingredient, hence the reported incidence of allergic reaction is 0. 000003%. Only at pH 5. 5 the babys delicate eyes are not irritated and the tear free formula is free from formaldehyde.",
2684,Total Care Large - 54 Diaper Pants,Baby Care,Diapers & Wipes,Himalaya Baby,823.0,875.0,Diapers,4.0,"Your baby requires the utmost care. Himalaya Total Care Baby Pants is a one-step diaper solution specially designed for comfort, protection and total care of baby's skin. Himalaya Total Care Baby Pants comes in an easy to wear pant style design that offers a soft and comfortable fit & are easy to pull on and off. Enriched with the goodness of Aloe vera and Yashada bhasma, Himalaya Total Care Baby Pants offers a protective anti-rash shield that reduces the activity of harmful enzymes and prevents diaper rash.",4.0
2761,Nature Care Diaper Pants - Small Size,Baby Care,Diapers & Wipes,Huggies,363.09,399.0,Diapers,5.0,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator.",5.0
2816,"Pants - Extra Absorb Diaper, Medium Size",Baby Care,Diapers & Wipes,Mamypoko,975.0,1499.0,Diapers,4.3,"MamyPoko Pants Extra Absorb Diapers with crisscross absorbent sheet absorbs 7 glasses of urine and spreads it equally, so there is no fear of heaviness. Its stretchable thigh support prevents gaps between diaper and baby's thigh, hence prevents leakage.",4.3
